HITId,RequesterAnnotation,WorkerId,AssignmentId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,Answer.workerId,Answer.hitId,Answer.rank1,Answer.rank2,Answer.rank3,Answer.rank4,Answer.rank5,Answer.rank6,Answer.rank7,Answer.rank8,Answer.rank9,Answer.rank10,Answer.rank11,Answer.rank12,Answer.rank13,Answer.rank14,Answer.rank15,Answer.rank16,Answer.rank17,Answer.rank18,Answer.rank19,Answer.rank20,Answer.rank21,Answer.rank22,Answer.rank23,Answer.rank24,Answer.rank25
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A4RU5ZF0INCGM,3XM0HYN6N2VQPE2RNSCG7IXK1HNPEW,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T10:47:27+09:00,2026-05-15T10:47:27+09:00,A4RU5ZF0INCGM,H_0001,ABCDEF,ABCDEF,ABCDEF,BCDFEA,BCDAEF,BCFDAE,BCEAFD,BCDEAF,BCDEAF,BECAFD,CDEABF,BCDEAF,BEAFCD,BCDEAF,BECDAF,BCEAFD,BCDAEF,ACDEBF,BDAECF,BCAFDE,ABCFDE,BCFDAE,BCDEAF,BCADFE,ABCFDE
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A2MEEPNZL309G8,3BDCF01OGFQY4Y4KV1V3X4GGEJQYLL,Submitted,2026-05-12T10:19:00+09:00,2026-05-12T10:53:45+09:00,2026-05-15T10:53:45+09:00,A2MEEPNZL309G8,H_0001,EDBCAF,DABCEF,EFABCD,BCDEFA,FADCEB,EBDCAF,BFACDE,FABCDE,FBECDA,DABFEC,CABDEF,EAFBDC,DCABEF,DBCEFA,BCDEFA,EABCDF,CABDEF,EBCDFA,FACDEB,EBCDFA,CABDEF,FABCDE,EBCDFA,FACDEB,FABCED
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A24ACSDYJCJA4A,3G5W44VEUPENY112GVXWB4WXKNWGK3,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T10:55:45+09:00,2026-05-15T10:55:45+09:00,A24ACSDYJCJA4A,H_0001,EFBDAC,EACBDF,ADBECF,EBDCAF,FBACDE,FEBCDA,FBCDAE,EBCADF,EACBDF,DCAFBE,EADBFC,DFACEB,DABECF,EABDFC,ACBEFD,AEBDFC,CEBDFA,EABDFC,FACDBE,FACDEB,FABDCE,ABFDEC,EBCDFA,FACEBD,FACBED
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A2E82CZGAYI325,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,Submitted,2026-05-12T10:24:22+09:00,2026-05-12T10:57:44+09:00,2026-05-15T10:57:44+09:00,A2E82CZGAYI325,H_0001,DFABCE,DABCEF,AFDBCE,ABCDEF,BCDEFA,FACDEB,FABCED,FABCDE,EACDFB,CBEFDA,CABDEF,DBCEFA,CDBEFA,ACDEFB,FABCED,FDABCE,DBAEFC,EFBCDA,BACEFD,FABCDE,CABDEF,CABEFD,DABCEF,FACDEB,CEABFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A2500R0F1TR1P0,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,Submitted,2026-05-12T10:19:00+09:00,2026-05-12T10:57:48+09:00,2026-05-15T10:57:48+09:00,A2500R0F1TR1P0,H_0001,DFABCE,DABCEF,AFBCDE,ABCDEF,BCDEFA,FACDEB,FABCED,FABCDE,ACDFEB,CBEFDA,CABDEF,DBCEFA,CDBEFA,CADEFB,FABCED,FDABCE,DBAEFC,EFBCDA,BACEFD,FACDEB,CABDEF,ACBDFE,DABCEF,FABCDE,CEABFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A2EELIDU9CQJJG,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T10:57:55+09:00,2026-05-15T10:57:55+09:00,A2EELIDU9CQJJG,H_0001,AFDBCE,DABCEF,AFBCDE,ABCDEF,BCDEAF,FACDEB,FABCED,FABCDE,ACDFEB,CBEFDA,CABDEF,DBCEFA,CDBEFA,CADEFB,FABCED,FDABCE,DBAEFC,EFBCDA,BACEFD,FACDEB,CABDEF,CABDFE,DABCEF,FABCDE,CEABDF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3N4UIT4MH4CT1,3CCZ6YKWRPF518TRV2NGHYRSJK695K,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T10:57:59+09:00,2026-05-15T10:57:59+09:00,A3N4UIT4MH4CT1,H_0001,DFABCE,DABCEF,AFBCDE,ABCDEF,BCDEFA,FACDEB,FABCED,FABCDE,EACDFB,CBEFDA,CABDEF,DBCEFA,CDBEFA,CADEFB,FABCED,FDABCE,DBAEFC,EFBCDA,BACEFD,FACDEB,CABDEF,CABEFD,DABCEF,FACDEB,CEABFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3F8PXFV8BRHJS,3570Y55XZ7FII6QJKAYNKCB8I25GYY,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T10:58:05+09:00,2026-05-15T10:58:05+09:00,A3F8PXFV8BRHJS,H_0001,DFABCE,DABCEF,AFBCDE,ABCDEF,BCDEFA,FACDEB,FABCED,FABCDE,EACDFB,CBEFDA,CABDEF,DBCEFA,CDBEFA,CADEFB,FABCED,FDABCE,DBAEFC,EFBCDA,BACEFD,FACDEB,CABDEF,CABEFD,DABCEF,FACDEB,CEABFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A16SJ9F6OJ15QT,39JEC7537CXOX0F9DDFKNMMZ2TAVCT,Submitted,2026-05-12T10:20:24+09:00,2026-05-12T11:01:57+09:00,2026-05-15T11:01:57+09:00,A16SJ9F6OJ15QT,H_0001,ABFCDE,ABCFED,BDFEAC,ABCDEF,FEDBCA,AFDBEC,CBAFDE,FACEDB,CADEFB,DABEFC,CABDEF,BAFCDE,EBCADF,FEDBCA,BACEFD,CABDEF,DAEBFC,DABCFE,BDCEFA,CDABEF,CABEFD,AEBCFD,CDBAEF,FACDEB,DBCEFA
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3O0REOL33EH7U,3ZPPDN2SLDS5XRMK63GJLSX5WD5E9Q,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T11:03:38+09:00,2026-05-15T11:03:38+09:00,A3O0REOL33EH7U,H_0001,EABCFD,EABCFD,BACDEF,DBCEFA,FBACDE,FABDEC,BACEFD,CDAEBF,DEABCF,DACFEB,DABEFC,FDACEB,DEABFC,FBAEDC,FCDBAE,EADBFC,CDAEFB,DBAECF,FCABDE,FABCDE,EABDFC,FCABED,FACDBE,FACDEB,FBAECD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A13EFW7ZB8TF34,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,Submitted,2026-05-12T10:19:01+09:00,2026-05-12T11:03:59+09:00,2026-05-15T11:03:59+09:00,A13EFW7ZB8TF34,H_0001,AFECBD,DABCEF,DFCAEB,ABCDEF,BECADF,AFBEDC,EBFCDA,FABCDE,ACDBEF,CEBADF,CABDEF,CBFADE,CDFABE,FCABDE,CEBDAF,FBEACD,ECABDF,ECABDF,BACDEF,ACDBFE,CABDEF,CABDEF,ABDCFE,FCEABD,CEABDF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AS59SIV0342LA,3HUTX6F6VCJG9YEAF840GHJ5U91O2C,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T11:04:23+09:00,2026-05-15T11:04:23+09:00,AS59SIV0342LA,H_0001,EABCDF,DABCEF,FBCDEA,BCDEFA,FACDEB,BEACDF,FABCDE,FABCDE,FBCDEA,DABEFC,CABDEF,EABDFC,CBEFAD,DACBEF,BCDEFA,EABCDF,CABDEF,EABCDF,BCDEFA,BAECDF,CABDEF,FCBEAD,EABCDF,AFCDEB,FABCDE
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AA7Z1QIEP8P0A,33F859I56O905USJUO2LX1P8CT0HBJ,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T11:04:41+09:00,2026-05-15T11:04:41+09:00,AA7Z1QIEP8P0A,H_0001,DACBFE,DBACFE,BACEDF,ACBEDF,BDFACE,ADBEFC,FECABD,FBADCE,ADCEBF,CDAFBE,CBDEAF,CBEADF,CDBAEF,CDBAEF,CADFBE,CFAEDB,CAEFBD,BDACEF,ABDCEF,ACDBEF,CBADEF,CFABED,EADCBF,FADCEB,FBDCAE
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,APXK08LMHFHM8,3X87C8JFVO7CZ98OO0BAW4R974ISQR,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T11:10:05+09:00,2026-05-15T11:10:05+09:00,APXK08LMHFHM8,H_0001,DFABCE,DABCEF,AFBCDE,ABCDEF,BDECFA,FACDEB,FABCED,FABCDE,EABDFC,CBDFEA,CABDEF,DCBEFA,CABDEF,CADEFB,FACBDE,FBADEC,DBEFAC,EFBCDA,BACEDF,FACDEB,CABDEF,CABEFD,BCAEDF,FACDEB,CAEBFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AV66R2WW4O79G,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,Submitted,2026-05-12T10:19:01+09:00,2026-05-12T11:10:57+09:00,2026-05-15T11:10:57+09:00,AV66R2WW4O79G,H_0001,DABCFE,DACBFE,BDFECA,ABEDFC,EDABCF,ACBDFE,CABEDF,FABDEC,ACBEFD,ABDFEC,CABDFE,CBDEFA,DACBFE,DBECFA,ABECFD,CABDFE,DABEFC,DABCFE,DFBACE,ACBDFE,CABEFD,CABEFD,EABCFD,FACDEB,DACEFB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A1B9BKEEHVCRZJ,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,Submitted,2026-05-12T10:19:01+09:00,2026-05-12T11:11:46+09:00,2026-05-15T11:11:46+09:00,A1B9BKEEHVCRZJ,H_0001,EADCBF,DACEBF,AEDBCF,ACDEBF,BFADEC,EABDFC,BADEFC,FBCDAE,FADCEB,CDAEFB,CADEFB,EACDFB,CBEDFA,DACEFB,CBEDFA,FCDBEA,CBADEF,ECADBF,BACEFD,CBDEAF,CABDEF,CFDABE,FACEDB,EAFCDB,CEADFB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A8D1KSLCDJ7GC,32M8BPYGABIWS6BEGSCKYOHKSJ7GIS,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T11:11:58+09:00,2026-05-15T11:11:58+09:00,A8D1KSLCDJ7GC,H_0001,EADBFC,DABCEF,AEBCDF,ABCDEF,BACDEF,DABCFE,BADFCE,FBCDAE,FADBEC,CAFDEB,CADEFB,EFCDBA,CBFAED,DACEBF,ADECBF,FBACDE,CBDFEA,EBDACF,BAEFCD,BACDFE,CABDEF,ACEDBF,ACDEFB,FACDBE,CADEFB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A32BS1YPT1S5FC,3IAEQB9FMWGBHHLS3JFRTUNVU2PDWM,Submitted,2026-05-12T10:23:41+09:00,2026-05-12T11:12:15+09:00,2026-05-15T11:12:15+09:00,A32BS1YPT1S5FC,H_0001,EBDACF,DABCEF,ECDABF,ABCDEF,BFCDAE,EDACFB,BADECF,FABCDE,FDABEC,CBEDAF,CABDEF,EACDFB,CADEFB,AECDFB,DCAEFB,BDACFE,CEBADF,EBCDAF,BAECFD,EBDFAC,CBEDAF,CDFBEA,EBCDFA,DEBCFA,CBDEAF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A11KMT9ZZAN18S,3EF8EXOTTJRVJ25HGRCH32SE39DJ17,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T11:12:32+09:00,2026-05-15T11:12:32+09:00,A11KMT9ZZAN18S,H_0001,EFBCAD,DAFBCE,EDABCF,ABCDEF,BFACED,EFABDC,BDEACF,FABCDE,FABDEC,CABEFD,CABDEF,EACDFB,CBDEFA,DBAEFC,DACEFB,FDBCEA,CEDFBA,EBCDAF,BAECDF,EADFBC,CABDEF,FCDAEB,EFABCD,CFADEB,CDEAFB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3TBD5N3Q3MK8C,3BQU611VF7GO2VV3YS0XTEWU5GP99B,Submitted,2026-05-12T10:43:39+09:00,2026-05-12T11:13:37+09:00,2026-05-15T11:13:37+09:00,A3TBD5N3Q3MK8C,H_0001,EBCDAF,DABCEF,EACDBF,ABCDEF,BADEFC,BAECFD,BCDEAF,FABCDE,ACBEDF,CDEBAF,CABDEF,EACDFB,CBDEAF,DBCEFA,BADEFC,FDBCEA,CEADFB,EDBCFA,DCEFAB,EBCDAF,CABDEF,CFADEB,CBDEAF,CADFEB,ECABFD
